"Marker" "N.Additive" "N.Dominance" "WSC.Additive" "WSC.Dominance" "DMD.Additive" "DMD.Dominance" "GDC_Y1.Additive" "GDC_Y1.Dominance" "CYLD_Y1.Additive" "CYLD_Y1.Dominance" "TYLD_Y1.Additive" "TYLD_Y1.Dominance" "GDC_Y2.Additive" "GDC_Y2.Dominance" "CYLD_Y2.Additive" "CYLD_Y2.Dominance" "TYLD_Y2.Additive" "TYLD_Y2.Dominance" "C_RUST.Additive" "C_RUST.Dominance" "GDC_Y3.Additive" "GDC_Y3.Dominance" "CYLD_Y3.Additive" "CYLD_Y3.Dominance" "TYLD_Y3.Additive" "TYLD_Y3.Dominance" "SY.Additive" "SY.Dominance" "HD.Additive" "HD.Dominance"
"7189" "Chr5_225028903" 9.98e-06 9.98e-06 0.000862187 0.000862187 0.000316382 0.000316382 0.000502662 0.000502662 -2.82e-05 -2.82e-05 -5.37e-10 -5.37e-10 -0.000154099 -0.000154099 -4.92e-05 -4.92e-05 2.7e-09 2.7e-09 -0.000211671 -0.000211671 -5.62e-09 -5.62e-09 -0.000133097 -0.000133097 -3.77e-05 -3.77e-05 -0.006080519 -0.006080519 -0.003645439 -0.003645439
"7190" "Chr5_225224853" 1.57e-05 1.57e-05 -0.000317232 -0.000317232 -4.82e-05 -4.82e-05 0.002082633 0.002082633 2.37e-05 2.37e-05 2.68e-09 2.68e-09 0.002539907 0.002539907 -6.93e-05 -6.93e-05 -4.56e-09 -4.56e-09 -1.52e-05 -1.52e-05 8.37e-09 8.37e-09 -4.67e-05 -4.67e-05 6.33e-05 6.33e-05 -0.001956455 -0.001956455 -0.001762478 -0.001762478
"7191" "Chr5_225432124" 5.24e-06 -7.14e-05 -0.000482997 0.000483777 0.00018861 4.06e-05 0.000854045 -0.000820026 -6.43e-06 -6.13e-06 2.63e-09 1.17e-10 0.000342897 -0.001356934 0.000391049 0.000167761 9.79e-10 -5.25e-09 0.000102891 0.000321038 -1.62e-09 -6.25e-10 0.00021414 6.5e-05 0.000136048 1.68e-05 0.008932632 0.001952578 -0.004710993 -0.000905153
"7192" "Chr5_225956655" -1.51e-05 -1.51e-05 0.000624462 0.000624462 6.12e-05 6.12e-05 0.000379666 0.000379666 3.5e-05 3.5e-05 1.39e-09 1.39e-09 0.000653149 0.000653149 3.11e-05 3.11e-05 5.24e-11 5.24e-11 -0.000172655 -0.000172655 1.25e-10 1.25e-10 0.00012162 0.00012162 3.65e-05 3.65e-05 -0.000639024 -0.000639024 -0.003491393 -0.003491393
"7193" "Chr5_225956701" 0 -6.35e-22 0 4.28e-18 0 1.22e-17 0 -1.44e-17 0 -1.52e-20 0 -1.03e-22 0 5.74e-18 0 6.95e-19 0 -3.89e-23 0 -6.08e-19 0 -1.5e-22 0 2.96e-19 0 3.56e-19 0 2.09e-18 0 5.44e-17
"7194" "Chr5_226387919" 4.57e-07 4.57e-07 -8.13e-05 -8.13e-05 -9.21e-05 -9.21e-05 0.001860025 0.001860025 3.11e-05 3.11e-05 1.98e-09 1.98e-09 0.002295282 0.002295282 -0.000108378 -0.000108378 -6.19e-09 -6.19e-09 3.09e-05 3.09e-05 9.37e-09 9.37e-09 -5.86e-05 -5.86e-05 4.04e-05 4.04e-05 -0.001668536 -0.001668536 -0.000580302 -0.000580302
"7195" "Chr5_226402073" -1.13e-05 -1.13e-05 0.000496976 0.000496976 0.000417589 0.000417589 -0.001148168 -0.001148168 -1.04e-05 -1.04e-05 9e-10 9e-10 -0.002141049 -0.002141049 0.000198575 0.000198575 9.84e-09 9.84e-09 0.00018682 0.00018682 -6.12e-09 -6.12e-09 0.00016634 0.00016634 6.74e-05 6.74e-05 -0.00059939 -0.00059939 -0.00234025 -0.00234025
"7196" "Chr5_226707016" 4.15e-07 4.15e-07 -0.000715198 -0.000715198 -0.000395021 -0.000395021 0.000926207 0.000926207 4.72e-05 4.72e-05 1.41e-09 1.41e-09 0.000983875 0.000983875 0.000109324 0.000109324 -2.59e-09 -2.59e-09 4.35e-05 4.35e-05 -7.5e-10 -7.5e-10 1.07e-05 1.07e-05 -3.2e-06 -3.2e-06 0.009969599 0.009969599 0.001262457 0.001262457
"7197" "Chr5_226707073" -2.27e-06 -2.27e-06 -0.000458371 -0.000458371 -0.000133273 -0.000133273 0.000299961 0.000299961 2.68e-05 2.68e-05 2.34e-09 2.34e-09 -0.000699851 -0.000699851 0.000150461 0.000150461 2.13e-09 2.13e-09 -0.000149553 -0.000149553 -6e-09 -6e-09 3.27e-05 3.27e-05 3.51e-05 3.51e-05 0.007792824 0.007792824 0.000240699 0.000240699
"7198" "Chr5_226789037" -2.39e-05 -2.39e-05 0.001173976 0.001173976 0.000377281 0.000377281 0.000420483 0.000420483 -7.88e-06 -7.88e-06 1.44e-09 1.44e-09 0.001344176 0.001344176 0.000131373 0.000131373 1.12e-09 1.12e-09 4.95e-05 4.95e-05 2.5e-09 2.5e-09 5.45e-05 5.45e-05 4.43e-05 4.43e-05 -0.004425636 -0.004425636 -0.002870879 -0.002870879
"7199" "Chr5_226921965" 7.51e-07 7.51e-07 -0.001385694 -0.001385694 -0.000740841 -0.000740841 0.00088335 0.00088335 5.98e-05 5.98e-05 1.66e-09 1.66e-09 3e-05 3e-05 -2.23e-05 -2.23e-05 8.29e-09 8.29e-09 0.000442211 0.000442211 3.75e-10 3.75e-10 -8.74e-05 -8.74e-05 2.41e-05 2.41e-05 0.000650458 0.000650458 0.002291763 0.002291763
"7200" "Chr5_227197625" 1.47e-05 1.47e-05 0.000316167 0.000316167 0.000176355 0.000176355 0.000250126 0.000250126 -1.48e-05 -1.48e-05 -8.53e-10 -8.53e-10 0.000204807 0.000204807 -0.000100503 -0.000100503 3.82e-09 3.82e-09 -8.09e-05 -8.09e-05 -1.5e-09 -1.5e-09 -3.18e-05 -3.18e-05 2.27e-05 2.27e-05 -0.002542176 -0.002542176 0.000767908 0.000767908
"7201" "Chr5_227360672" -2.6e-05 -2.6e-05 0.00018081 0.00018081 0.000241235 0.000241235 -0.001398294 -0.001398294 4.43e-06 4.43e-06 1.75e-09 1.75e-09 -0.002345855 -0.002345855 0.000299078 0.000299078 6.02e-09 6.02e-09 0.000267692 0.000267692 -4.62e-09 -4.62e-09 0.000198188 0.000198188 4.47e-05 4.47e-05 0.001942786 0.001942786 -0.003108158 -0.003108158
"7202" "Chr5_227606553" 6.35e-06 6.35e-06 0.00042823 0.00042823 4.36e-05 4.36e-05 0.000306116 0.000306116 -2.53e-05 -2.53e-05 -1.46e-09 -1.46e-09 -0.00063199 -0.00063199 -2.7e-05 -2.7e-05 1.47e-09 1.47e-09 6.32e-05 6.32e-05 -1e-09 -1e-09 -0.000127674 -0.000127674 -3.45e-05 -3.45e-05 -0.000868437 -0.000868437 0.000145258 0.000145258
"7203" "Chr5_228026292" 6.03e-05 6.03e-05 -0.000626954 -0.000626954 -0.000232385 -0.000232385 0.001614539 0.001614539 -4.61e-05 -4.61e-05 -3.28e-09 -3.28e-09 0.000526391 0.000526391 -0.000124129 -0.000124129 -4.13e-09 -4.13e-09 6.05e-05 6.05e-05 2.75e-09 2.75e-09 -0.000237298 -0.000237298 -5.73e-05 -5.73e-05 0.002132351 0.002132351 0.00112788 0.00112788
"7204" "Chr5_228397261" 1.91e-05 1.91e-05 0.000142522 0.000142522 0.000161528 0.000161528 -0.00047847 -0.00047847 -4.79e-06 -4.79e-06 2.61e-10 2.61e-10 -0.001526956 -0.001526956 0.000134534 0.000134534 3.26e-09 3.26e-09 6.74e-05 6.74e-05 -1.37e-09 -1.37e-09 8.56e-05 8.56e-05 2.74e-06 2.74e-06 -0.002441309 -0.002441309 -0.003886356 -0.003886356
"7205" "Chr5_228397271" 1.91e-05 1.91e-05 0.000142522 0.000142522 0.000161528 0.000161528 -0.00047847 -0.00047847 -4.79e-06 -4.79e-06 2.61e-10 2.61e-10 -0.001526956 -0.001526956 0.000134534 0.000134534 3.26e-09 3.26e-09 6.74e-05 6.74e-05 -1.37e-09 -1.37e-09 8.56e-05 8.56e-05 2.74e-06 2.74e-06 -0.002441309 -0.002441309 -0.003886356 -0.003886356
"7206" "Chr5_228947555" -3.18e-05 -3.18e-05 -6.73e-06 -6.73e-06 -0.000275492 -0.000275492 0.001353394 0.001353394 1.33e-05 1.33e-05 -3.62e-10 -3.62e-10 -3.2e-05 -3.2e-05 -0.000108893 -0.000108893 3.76e-09 3.76e-09 7.35e-05 7.35e-05 -1.5e-09 -1.5e-09 -0.000173316 -0.000173316 -4.29e-07 -4.29e-07 0.002273107 0.002273107 0.002200546 0.002200546
"7207" "Chr5_228947557" 3.49e-05 -1.23e-05 0.000388486 0.000239695 0.000333124 -0.000179644 0.002536424 0.002282252 -5.06e-06 7.12e-06 -3.73e-10 -4.91e-11 0.003394261 0.001912003 -0.000281937 -0.000130827 -1.36e-09 -1.82e-09 -0.000121607 3.12e-05 4.75e-09 5.5e-09 -6.6e-05 -0.000107778 0.000110788 5.09e-05 -0.002715965 -0.00038115 0.001690685 0.001270858
"7208" "Chr5_229195147" -2.96e-05 9.9e-06 0.000670369 8.02e-05 -3.83e-05 -0.00012651 -0.001387639 -0.00165374 -6.49e-05 -3.59e-05 -3.53e-09 -2.95e-09 -0.001868542 -0.001688866 -0.000136213 8.1e-06 1.6e-10 -3.05e-09 -2.71e-06 1.35e-05 1.13e-09 2.63e-09 -0.000114987 2.46e-05 -9.37e-05 -2.75e-05 -0.007735878 -0.003725658 0.003192302 0.000896239
"7209" "Chr5_229299691" -9.35e-06 2.92e-05 0.000250635 -0.000720268 0.000169955 -0.000194856 0.000205185 -7.99e-05 4.58e-05 5.78e-05 2.24e-09 8e-10 -0.000598167 0.000599005 8.69e-05 2.82e-06 1.59e-09 -1.66e-09 0.000171075 -6.47e-05 -2.75e-09 4.5e-09 5.62e-05 0.000231537 3.69e-06 6.95e-05 -0.000200568 0.005716037 -0.004027707 0.002651464
"7210" "Chr5_229977536" 6.49e-06 6.49e-06 -1.6e-05 -1.6e-05 -0.000111222 -0.000111222 -0.000141333 -0.000141333 -5.9e-06 -5.9e-06 -5.19e-10 -5.19e-10 -0.000523257 -0.000523257 -0.000133158 -0.000133158 8.09e-09 8.09e-09 7.4e-05 7.4e-05 1e-09 1e-09 -9.24e-05 -9.24e-05 3.37e-05 3.37e-05 -0.000438292 -0.000438292 0.00294722 0.00294722
"7211" "Chr5_230352487" -3.96e-06 -3.96e-06 -0.000144243 -0.000144243 -0.000199277 -0.000199277 0.002430473 0.002430473 2.78e-05 2.78e-05 1.36e-09 1.36e-09 0.003050595 0.003050595 -0.000112269 -0.000112269 -7.7e-09 -7.7e-09 -2.86e-05 -2.86e-05 1.01e-08 1.01e-08 -4.02e-05 -4.02e-05 1.76e-05 1.76e-05 -0.000245898 -0.000245898 0.000251805 0.000251805
"7212" "Chr5_230581328" -1.13e-05 -1.13e-05 0.000496976 0.000496976 0.000417589 0.000417589 -0.001148168 -0.001148168 -1.04e-05 -1.04e-05 9e-10 9e-10 -0.002141049 -0.002141049 0.000198575 0.000198575 9.84e-09 9.84e-09 0.00018682 0.00018682 -6.12e-09 -6.12e-09 0.00016634 0.00016634 6.74e-05 6.74e-05 -0.00059939 -0.00059939 -0.00234025 -0.00234025
"7213" "Chr5_230678004" 1.7e-05 1.7e-05 -0.00112206 -0.00112206 -0.00041564 -0.00041564 -0.001117001 -0.001117001 4.16e-05 4.16e-05 1.8e-09 1.8e-09 -0.001129238 -0.001129238 -4.47e-05 -4.47e-05 7.72e-09 7.72e-09 0.000145379 0.000145379 -1.88e-09 -1.88e-09 -4.85e-05 -4.85e-05 2.36e-05 2.36e-05 0.000733435 0.000733435 0.002519141 0.002519141
"7214" "Chr5_230678022" 4.04e-05 4.04e-05 -0.001301371 -0.001301371 -0.000435448 -0.000435448 -0.00058218 -0.00058218 3.89e-05 3.89e-05 1.1e-09 1.1e-09 -0.000441413 -0.000441413 -5.32e-05 -5.32e-05 6.35e-09 6.35e-09 0.000203869 0.000203869 1.87e-09 1.87e-09 -5.85e-05 -5.85e-05 2.13e-05 2.13e-05 -0.000834445 -0.000834445 0.000952154 0.000952154
"7215" "Chr5_231234834" 5.45e-06 5.45e-06 0.000565745 0.000565745 0.000558987 0.000558987 -0.001529179 -0.001529179 -1.83e-06 -1.83e-06 1.38e-09 1.38e-09 -0.00227368 -0.00227368 0.000161967 0.000161967 7.45e-09 7.45e-09 0.000207472 0.000207472 -3.5e-09 -3.5e-09 0.000163131 0.000163131 5.84e-05 5.84e-05 0.000903464 0.000903464 -0.000309653 -0.000309653
"7216" "Chr5_231466817" -1.13e-05 -1.13e-05 0.000445731 0.000445731 0.000201777 0.000201777 -0.003402314 -0.003402314 -2.69e-05 -2.69e-05 -1.51e-09 -1.51e-09 -0.003107353 -0.003107353 -0.000155548 -0.000155548 1.73e-08 1.73e-08 -0.000239762 -0.000239762 -9.87e-09 -9.87e-09 -9.25e-05 -9.25e-05 -2.51e-05 -2.51e-05 -0.004735048 -0.004735048 0.002880045 0.002880045
"7217" "Chr5_232141619" 3.73e-05 -3.93e-05 -0.001283623 -0.000316849 -0.000292123 -0.000440091 0.001800703 0.000126633 3.81e-05 3.84e-05 2.95e-09 4.36e-10 0.003038151 0.00133832 0.000212482 -1.08e-05 -2.84e-09 -9.07e-09 -0.000108733 0.000109413 5.5e-09 6.5e-09 9.29e-05 -5.63e-05 0.000100294 -1.9e-05 0.012157742 0.005177688 8.77e-05 0.003893557
"7218" "Chr5_232141805" -2.54e-05 -2.54e-05 0.001149459 0.001149459 0.000485515 0.000485515 0.001293514 0.001293514 -2.38e-05 -2.38e-05 7.62e-10 7.62e-10 0.000830889 0.000830889 -2.74e-05 -2.74e-05 -4.27e-10 -4.27e-10 2.09e-05 2.09e-05 -2.12e-09 -2.12e-09 -5.56e-06 -5.56e-06 7.14e-05 7.14e-05 -0.001252533 -0.001252533 -9.52e-05 -9.52e-05
"7219" "Chr5_232141827" -1.86e-05 -1.86e-05 0.000925496 0.000925496 6.92e-05 6.92e-05 0.001495344 0.001495344 -3.78e-05 -3.78e-05 -2.8e-09 -2.8e-09 0.001468589 0.001468589 -0.000120917 -0.000120917 -8.18e-09 -8.18e-09 -0.00022803 -0.00022803 8.12e-09 8.12e-09 -0.000126779 -0.000126779 -7.28e-05 -7.28e-05 -0.001210299 -0.001210299 -0.000831183 -0.000831183
"7220" "Chr5_232141829" -2.54e-05 -2.54e-05 0.001149459 0.001149459 0.000485515 0.000485515 0.001293514 0.001293514 -2.38e-05 -2.38e-05 7.62e-10 7.62e-10 0.000830889 0.000830889 -2.74e-05 -2.74e-05 -4.27e-10 -4.27e-10 2.09e-05 2.09e-05 -2.12e-09 -2.12e-09 -5.56e-06 -5.56e-06 7.14e-05 7.14e-05 -0.001252533 -0.001252533 -9.52e-05 -9.52e-05
"7221" "Chr5_232881984" -3.33e-05 -3.96e-06 -0.000776577 -0.000144243 -0.000551986 -0.000199277 0.001930221 0.002430473 5.75e-05 2.78e-05 3.07e-09 1.36e-09 0.002640982 0.003050595 8.87e-05 -0.000112269 -1.53e-08 -7.7e-09 0.000133186 -2.86e-05 1.31e-08 1.01e-08 2.35e-05 -4.02e-05 -2.79e-05 1.76e-05 0.004838453 -0.000245898 -0.001284011 0.000251805
"7222" "Chr5_232882064" -1.86e-05 -1.86e-05 -0.00046041 -0.00046041 -0.000375631 -0.000375631 0.002180347 0.002180347 4.27e-05 4.27e-05 2.21e-09 2.21e-09 0.002845788 0.002845788 -1.18e-05 -1.18e-05 -1.15e-08 -1.15e-08 5.23e-05 5.23e-05 1.16e-08 1.16e-08 -8.32e-06 -8.32e-06 -5.14e-06 -5.14e-06 0.002296277 0.002296277 -0.000516103 -0.000516103
"7223" "Chr5_233384429" -2.05e-05 -2.05e-05 0.000221303 0.000221303 -8.97e-05 -8.97e-05 0.000389673 0.000389673 1.24e-05 1.24e-05 1.37e-09 1.37e-09 0.001601656 0.001601656 -3.94e-05 -3.94e-05 -3.7e-09 -3.7e-09 -1.55e-05 -1.55e-05 3.75e-09 3.75e-09 -4.93e-06 -4.93e-06 4e-05 4e-05 -0.000391172 -0.000391172 -0.000313036 -0.000313036
"7224" "Chr5_233497616" -1.07e-05 -1.07e-05 -5.11e-05 -5.11e-05 -0.000286698 -0.000286698 -0.000493191 -0.000493191 1.33e-05 1.33e-05 9.67e-10 9.67e-10 -0.001446065 -0.001446065 0.000154474 0.000154474 -3.56e-09 -3.56e-09 4.88e-05 4.88e-05 -1.25e-10 -1.25e-10 5.11e-05 5.11e-05 -3.39e-05 -3.39e-05 0.002480776 0.002480776 -0.002107303 -0.002107303
"7225" "Chr5_233627628" -2.17e-05 -8.55e-05 0.000254204 0.001188053 9.76e-05 0.00011774 -0.000189055 -0.00107402 5.56e-05 2.92e-05 2.28e-09 3.79e-10 0.000835274 -0.002497808 -0.000152881 -9.19e-05 -4.66e-09 7.22e-09 -5.46e-05 5.59e-05 4.37e-09 -7.12e-09 5.61e-05 -5.9e-05 -3.53e-05 -2.18e-05 -0.003358196 -0.001308698 0.000186295 0.003800594
"7226" "Chr5_233765793" -7.66e-06 -2.62e-07 0.000344407 -0.000632893 -1.24e-05 -0.000386151 0.001643241 0.003217704 3e-05 2.57e-05 1.77e-09 9.47e-10 0.002806464 0.003294727 -0.000129564 -9.5e-05 -6.36e-09 -9.03e-09 -0.000112113 5.5e-05 9.75e-09 1.05e-08 1.43e-06 -8.18e-05 4.06e-05 -5.36e-06 -0.002518257 0.00202646 -0.000174938 0.000678547
"7227" "Chr5_234581951" 1.01e-05 1.01e-05 0.000502732 0.000502732 0.000181672 0.000181672 0.000646667 0.000646667 -3.66e-05 -3.66e-05 -2.26e-09 -2.26e-09 0.001265082 0.001265082 -0.000205345 -0.000205345 -8.5e-09 -8.5e-09 -0.000273427 -0.000273427 5.87e-09 5.87e-09 -5.56e-05 -5.56e-05 -8.83e-06 -8.83e-06 0.000305486 0.000305486 0.000995292 0.000995292
"7228" "Chr5_235091902" -6.07e-05 -6.07e-05 0.001548989 0.001548989 0.000597379 0.000597379 -0.001717999 -0.001717999 -3.45e-05 -3.45e-05 2.75e-10 2.75e-10 -0.00149282 -0.00149282 2.93e-05 2.93e-05 9.71e-09 9.71e-09 -0.000169443 -0.000169443 -9.25e-09 -9.25e-09 -6.87e-05 -6.87e-05 3.15e-05 3.15e-05 -0.003742751 -0.003742751 -0.002001262 -0.002001262
"7229" "Chr5_235091904" 3.91e-06 3.91e-06 0.000833283 0.000833283 0.000202617 0.000202617 -4.81e-05 -4.81e-05 -3e-06 -3e-06 -4.21e-10 -4.21e-10 -0.001301825 -0.001301825 -4.18e-05 -4.18e-05 -3.6e-09 -3.6e-09 -0.000177613 -0.000177613 8.75e-10 8.75e-10 9.51e-07 9.51e-07 -1.78e-06 -1.78e-06 -0.001108221 -0.001108221 -0.000897825 -0.000897825
"7230" "Chr5_235155764" -2.22e-05 -6.94e-05 0.001733306 0.001584515 0.000735407 0.000222639 -0.000257381 -0.000511552 2.74e-05 3.96e-05 1.77e-09 2.09e-09 0.000781906 -0.000700351 -6.58e-05 8.53e-05 -1.45e-08 -1.5e-08 -0.000252485 -9.97e-05 3e-09 3.75e-09 0.000152776 0.000111036 1.88e-05 -4.12e-05 0.004297596 0.00663241 0.002143461 0.001723634
"7231" "Chr5_236199609" 2.12e-05 5.62e-05 -0.000670022 -0.000162547 0.00027742 0.000108367 0.001850755 -0.000638348 7.66e-06 -7.54e-05 3.22e-09 -4.11e-09 0.002473006 -0.000385383 0.000247471 -0.000233929 -4.43e-09 -8.94e-10 0.00017584 -0.000220568 -1.75e-09 -7.5e-10 0.00043388 -0.000184396 0.000239782 -4.96e-05 0.006304637 -0.00660064 -0.00208746 -0.003340503
"7232" "Chr5_236663779" 2.46e-05 2.46e-05 -0.000768194 -0.000768194 -0.000492215 -0.000492215 0.000115394 0.000115394 -1.96e-05 -1.96e-05 -2.68e-09 -2.68e-09 -0.001511217 -0.001511217 2.55e-05 2.55e-05 3.17e-09 3.17e-09 0.00015495 0.00015495 1.62e-09 1.62e-09 -0.000102889 -0.000102889 -8.12e-05 -8.12e-05 -0.003156505 -0.003156505 -0.002541254 -0.002541254
"7233" "Chr5_236663801" 2.46e-05 2.46e-05 -0.000768194 -0.000768194 -0.000492215 -0.000492215 0.000115394 0.000115394 -1.96e-05 -1.96e-05 -2.68e-09 -2.68e-09 -0.001511217 -0.001511217 2.55e-05 2.55e-05 3.17e-09 3.17e-09 0.00015495 0.00015495 1.62e-09 1.62e-09 -0.000102889 -0.000102889 -8.12e-05 -8.12e-05 -0.003156505 -0.003156505 -0.002541254 -0.002541254
"7234" "Chr5_236664090" -4.7e-05 -4.7e-05 0.000682757 0.000682757 0.000190738 0.000190738 -7.78e-05 -7.78e-05 1.87e-06 1.87e-06 2.73e-10 2.73e-10 3.41e-05 3.41e-05 -6.17e-05 -6.17e-05 -3.79e-09 -3.79e-09 0.000175143 0.000175143 2.5e-10 2.5e-10 -7.11e-05 -7.11e-05 -3.02e-06 -3.02e-06 -0.001615614 -0.001615614 0.001050409 0.001050409
"7235" "Chr5_236666148" 5.02e-05 -2.4e-05 0.000221472 -0.000171989 0.000289989 -0.000334536 0.002765901 -0.001554244 -2.74e-05 3.79e-06 -3.46e-10 6.45e-10 0.003223003 -0.002227096 -0.0001001 0.000183616 -7.81e-09 -1.26e-09 -0.000279816 -0.000171124 7.5e-09 -2.75e-09 3.79e-05 1.47e-05 9.41e-05 3.54e-05 -0.002615869 0.005531648 -0.003531212 -0.001251793
"7236" "Chr5_236800635" 4.1e-05 -1.18e-05 0.001854143 0.000467648 0.001100223 0.00021415 -0.00240655 -0.001720973 -8.87e-05 -1.64e-05 -3.23e-09 8.19e-10 -0.001472065 -0.001834044 -0.000292529 -5.3e-06 6.78e-09 1.06e-08 -0.000582437 3.22e-06 -6.25e-09 5e-10 2.1e-05 9.2e-05 2.42e-06 1.48e-05 -0.018889833 -0.01046932 -0.005763533 -0.000795463
"7237" "Chr5_237212487" -8.88e-06 -8.88e-06 -0.000518439 -0.000518439 -9.1e-05 -9.1e-05 -0.000354728 -0.000354728 3.71e-05 3.71e-05 1.55e-09 1.55e-09 -0.000265899 -0.000265899 0.000179934 0.000179934 9.85e-09 9.85e-09 0.000221183 0.000221183 -7e-09 -7e-09 0.000197227 0.000197227 5.13e-05 5.13e-05 0.004148754 0.004148754 0.000889205 0.000889205
"7238" "Chr5_237303203" 7.73e-05 7.73e-05 -0.001636866 -0.001636866 -0.000467906 -0.000467906 0.002593007 0.002593007 3.57e-05 3.57e-05 6.94e-10 6.94e-10 0.003530954 0.003530954 2.88e-05 2.88e-05 -2.76e-09 -2.76e-09 0.000160488 0.000160488 1.22e-08 1.22e-08 9.34e-05 9.34e-05 9.83e-05 9.83e-05 7.02e-05 7.02e-05 -7.42e-06 -7.42e-06
"7239" "Chr5_237398749" 6.5e-05 -4.21e-05 -0.000729115 0.000713142 -0.000242436 -2.71e-05 0.000875557 -0.000387518 -5.75e-05 2.73e-05 -3.27e-09 -6.14e-10 5.8e-05 -0.00160453 2.01e-05 -0.000224664 -1.75e-09 8.11e-10 -0.000149659 -0.000148302 2.12e-09 -6.25e-10 -0.000189406 -0.000192344 -3.55e-06 -6.07e-05 0.006206346 0.001539451 0.001068738 0.005055627
"7240" "Chr5_237398808" -4.64e-06 3.21e-05 -0.001432442 -0.001777408 -0.000674676 -0.000695717 0.000501328 0.002576042 7.87e-05 4.48e-05 3.32e-09 7.88e-10 0.001161214 0.002059091 5.28e-05 -0.000113616 -2.75e-09 2.21e-09 0.000126003 0.000131366 7.75e-09 5.5e-09 7.13e-05 -7.56e-05 -1.57e-05 -1.61e-05 0.003191538 0.002651903 0.000850578 0.003239879
"7241" "Chr5_237400337" 1.9e-06 1.9e-06 -0.000303629 -0.000303629 8.66e-05 8.66e-05 -0.000423352 -0.000423352 2.2e-05 2.2e-05 2.15e-09 2.15e-09 -0.000188393 -0.000188393 0.000193299 0.000193299 6.42e-09 6.42e-09 0.000201645 0.000201645 -2.5e-09 -2.5e-09 0.000280615 0.000280615 8.92e-05 8.92e-05 0.001234445 0.001234445 -0.000345235 -0.000345235
"7242" "Chr5_237400354" -6.39e-05 -6.67e-05 0.002102566 0.000891702 0.000670059 -1.94e-05 -0.000335283 -0.00129201 -2.43e-05 1.34e-05 -5.38e-10 9.79e-10 -0.000459382 -0.001742452 -0.000103033 2.4e-05 -3e-09 -6.41e-09 -0.00011836 0.000155373 -3.5e-09 4.25e-09 -0.000128448 -8.91e-07 -5.97e-05 -9.23e-05 -0.006411032 -0.00346692 -0.002321768 0.00051949
"7243" "Chr5_237914698" -3.89e-05 -3.89e-05 0.000868153 0.000868153 0.000152011 0.000152011 0.000502159 0.000502159 -3.29e-05 -3.29e-05 -9.06e-10 -9.06e-10 0.000854967 0.000854967 -0.000111206 -0.000111206 -9.21e-10 -9.21e-10 -0.000117752 -0.000117752 -3.12e-09 -3.12e-09 -6.13e-05 -6.13e-05 4.6e-05 4.6e-05 -0.001519435 -0.001519435 0.001758849 0.001758849
"7244" "Chr5_237961475" -2.03e-05 -2.03e-05 0.000227408 0.000227408 0.000174908 0.000174908 -7.21e-05 -7.21e-05 9.23e-06 9.23e-06 1.55e-09 1.55e-09 -0.000287987 -0.000287987 0.000205343 0.000205343 7.89e-09 7.89e-09 0.000141191 0.000141191 -6e-09 -6e-09 0.000195967 0.000195967 7.55e-05 7.55e-05 0.000929797 0.000929797 -0.001975778 -0.001975778
"7245" "Chr5_238118627" 5.81e-05 5.81e-05 -0.001232222 -0.001232222 -0.000445928 -0.000445928 0.001951948 0.001951948 2.09e-05 2.09e-05 1.9e-09 1.9e-09 0.001269713 0.001269713 0.000196508 0.000196508 -1.01e-09 -1.01e-09 0.000279318 0.000279318 4.5e-09 4.5e-09 0.000114168 0.000114168 7.76e-05 7.76e-05 0.002197948 0.002197948 -0.002990889 -0.002990889
"7246" "Chr5_238173780" -1.16e-05 -5.23e-05 -0.000396277 0.001578961 -7.52e-05 0.000296565 -0.002513919 -0.001702533 5.75e-05 -1.56e-05 8.71e-10 -5e-10 -0.001060765 -0.002177586 -0.000151481 -0.000150559 3.14e-09 6.39e-09 7.15e-05 -9.74e-05 1e-09 7.5e-10 0.000114572 6.61e-06 -3.37e-05 4.01e-07 0.001606739 -0.007580714 0.007430255 0.00281628
"7247" "Chr5_238174395" -5.05e-05 -5.05e-05 0.00185423 0.00185423 0.000712115 0.000712115 0.001008666 0.001008666 -3.95e-05 -3.95e-05 -4.98e-10 -4.98e-10 0.000734153 0.000734153 -9.03e-05 -9.03e-05 -1.1e-08 -1.1e-08 -0.000246436 -0.000246436 5.87e-09 5.87e-09 -0.000205634 -0.000205634 -5.73e-05 -5.73e-05 -0.004861385 -0.004861385 -0.003679763 -0.003679763
"7248" "Chr5_238954416" 1.13e-05 1.13e-05 -0.000684241 -0.000684241 -0.000402925 -0.000402925 -0.000594645 -0.000594645 7.12e-06 7.12e-06 -1.66e-09 -1.66e-09 -0.001396847 -0.001396847 -2.1e-05 -2.1e-05 -7.69e-10 -7.69e-10 -0.000105995 -0.000105995 -1.5e-09 -1.5e-09 -0.000125875 -0.000125875 -7.79e-05 -7.79e-05 8.35e-05 8.35e-05 -0.001330569 -0.001330569
"7249" "Chr5_238954421" 9.26e-06 -3.69e-05 0.000767766 0.001262771 0.000282384 0.000222173 -0.000131301 -0.001360155 -1.39e-05 -2.85e-05 8.85e-10 -2.36e-10 -0.000299082 -0.001509663 0.000165487 2.03e-05 -5.67e-09 -8.63e-09 -2.94e-06 0.000123182 6.12e-09 5.12e-09 7.61e-05 -4.92e-05 0.000104719 3.14e-05 0.005976154 -0.001579738 -0.002297417 -0.000855928
